序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,is_indoor,geometry,debrisstream_level,Avg_slope,Max_elevation,Slope_risk_level,rain_1hr,sigma_1hr,rain_1hr_rf,village_A65UP_CNT,fusion_class,fusion_label,flood_confidence
3074,花蓮縣花蓮市,國興里,介仁街176號,121.5746,23.997,"慈濟大學附設國民中學,小學",國興、國福、國慶等里,344,"水災,震災,土石流,海嘯",蔡亮雄,03-8572823,是,否,是,True,POINT (308462.7387663413 2654810.1078152047),Safe,1.5032429542050447,47.52999877929688,Low,5.755163484691556,0.1016067381429105,10.675,835.0,9,無淹水(SAR無資料),low
3075,花蓮縣花蓮市,民孝里,化道路40巷1號,121.6277,23.9978,美崙國中,民孝、民心、民享、民樂、民運、民政、民德、民立、民勤、民意等里,193,"水災,震災,土石流",吳斯美,03-8223537,是,否,否,True,POINT (313865.1486941149 2654921.7637005234),Safe,2.4847434964022765,30.959999084472656,Low,2.455753483941804,0.1296494471483149,6.131666666666667,763.0,9,無淹水(SAR無資料),low
3076,花蓮縣花蓮市,國裕里,裕祥路89號,121.5991,23.9979,自強國中,國裕、國富里,330,"水災,震災,土石流,海嘯",鄭程議,03-8579338,是,否,是,True,POINT (310955.1299802924 2654920.168062265),Safe,0.8616368802490849,16.079999923706055,Low,3.4791371349374973,0.0986244731437004,5.048333333333333,1067.0,9,無淹水(SAR無資料),low
3079,花蓮縣花蓮市,民意里,府前路27號,121.6199,23.9987,花蓮高工,民意、民孝、民心、民享、民樂、民運、民政、民德、民立、民勤等里,310,"水災,震災,土石流,海嘯",周婉茹,03-8226108,是,否,否,True,POINT (313071.08040576056 2655017.925778016),Safe,2.065251744472722,35.58000183105469,Low,2.6910846371687405,0.1135104413892503,5.931666666666667,608.0,9,無淹水(SAR無資料),low
3080,花蓮縣花蓮市,國興里,介仁街67號,121.5734,23.9997,慈濟大學人文社會學院,國興、國福、國慶等里,316,"水災,震災,土石流,海嘯",林憲國,03-8572677,是,否,是,True,POINT (308339.4247327425 2655108.6376538435),Low,1.7774035967106436,49.68999862670898,Low,5.755163484691556,0.1016067381429105,10.675,835.0,9,無淹水(SAR無資料),low
3085,花蓮縣花蓮市,國慶里,中山路1段200號,121.5916,24.0004,私立四維高級中學,國興、國福、國慶等里,500,"水災,震災,土石流,海嘯",許素卿,03-8561455,是,否,否,True,POINT (310190.8650312955 2655193.8208642458),Safe,1.0901186428874612,24.32999992370605,Low,4.069389020051451,0.0974695452108884,6.051666666666667,228.0,9,無淹水(SAR無資料),low
3093,花蓮縣花蓮市,民意里,府前路29號,121.6182,24.0017,行政院國軍退除役官兵輔導委員會花,花蓮縣,10,"水災,震災,土石流,海嘯",陳國榮,03-8223111,是,否,否,True,POINT (312896.65296617476 2655349.4201309555),Safe,2.866045047064377,31.280000686645508,Low,2.653726726509591,0.1142214969109199,5.931666666666667,608.0,9,無淹水(SAR無資料),low
3094,花蓮縣花蓮市,民孝里,林園一街16號,121.631,24.0022,民孝社區活動中心,民孝、民享、民心等里,54,"水災,震災,土石流",黃石貴,03-8223273,是,否,是,True,POINT (314198.7323954558 2655410.5710758627),Safe,2.235339763777803,31.989999771118164,Low,2.408279505713633,0.1305602721280258,6.096666666666667,763.0,9,無淹水(SAR無資料),low
3095,花蓮縣新城鄉,嘉新村,嘉南路2巷13號,121.6142,24.0035,衛生福利部東區老人之家養護院區,嘉新村,180,"水災,震災,土石流,海嘯",范家榮,03-8222831,是,否,是,True,POINT (312488.8067275179 2655546.992330692),Safe,1.8573255297427655,15.619999885559082,Low,3.0016858675883693,0.1041803040235448,4.798333333333333,282.0,9,無淹水(SAR無資料),low
3096,花蓮縣秀林鄉,水源村,107號,121.554,24.0038,水源收容所,水源村,60,"水災,土石流",胡智偉,03-8567603,是,否,是,True,POINT (306363.7827762924 2655554.81650716),Medium,6.016598114587125,131.02999877929688,Low,8.396553979007649,0.1144679962986037,8.001666666666667,166.0,9,無淹水(SAR無資料),low
3097,花蓮縣花蓮市,民意里,民光483-1號,121.6168,24.0039,大陳二村活動中心,民意里,63,"水災,土石流,海嘯",何芳玲,03-8241064,是,否,是,True,POINT (312753.14400525636 2655592.4489772734),Safe,2.388852827660722,26.84000015258789,Low,3.0016858675883693,0.1041803040235448,5.08,608.0,9,無淹水(SAR無資料),low
3098,花蓮縣花蓮市,國慶里,達固湖灣大路23號,121.582,24.004,花蓮縣立體育場,花蓮市各里,527,"水災,土石流",林維聖,03-858068615,是,否,否,False,POINT (309212.46670970967 2655588.45556154),Low,3.0047229902659867,40.18000030517578,Low,4.855974653341569,0.100589996383998,9.343333333333334,228.0,9,無淹水(SAR無資料),low
3100,花蓮縣新城鄉,嘉新村,6鄰嘉南一街43巷5號,121.6123,24.0055,嘉新社區活動中心,嘉新村,71,"水災,震災,土石流,海嘯",邱明雄,8221227,是,否,是,True,POINT (312294.53245318634 2655767.6535595874),Safe,2.34153670033764,15.8100004196167,Low,3.0016858675883693,0.1041803040235448,4.703333333333333,282.0,9,無淹水(SAR無資料),low
3113,花蓮縣花蓮市,國慶里,中山路1段500巷15號,121.5872,24.0076,花蓮港天宮,花蓮市各里,300,"水災,震災,土石流,海嘯",蘇正凱總幹事,03-8560017,是,否,是,True,POINT (309739.86280459404 2655989.355705701),Low,1.6772913831554324,27.25,Low,4.855974653341569,0.100589996383998,8.206666666666667,228.0,9,無淹水(SAR無資料),low
3119,花蓮縣花蓮市,國福里,沙基拉雅街111號,121.5819,24.0104,國福社區活動中心,國福里,35,"水災,震災,海嘯",呂啟明,03-8580837,是,否,是,True,POINT (309199.363609438 2656297.220528631),Medium,1.3784960250639384,30.540000915527344,Low,4.855974653341569,0.100589996383998,9.283333333333331,345.0,9,無淹水(SAR無資料),low
3136,花蓮縣新城鄉,佳林村,民有2街29號,121.6023,24.0211,佳林社區活動中心,佳林村,36,"水災,土石流,海嘯",何禮飛,8260919,是,否,是,True,POINT (311269.7299099078 2657490.9889473636),Safe,1.8119412630857048,21.209999084472656,Low,3.7702466828126058,0.1022679124194549,4.176666666666667,205.0,9,無淹水(SAR無資料),low
3141,花蓮縣新城鄉,嘉里村,嘉里路163號,121.6074,24.0244,國軍805醫院,嘉里村,100,"水災,震災,土石流,海嘯",高志雄,03-8263151,是,否,是,True,POINT (311786.9695270947 2657858.699035559),Safe,1.2711989770531398,21.549999237060547,Low,3.2464581465474573,0.1066137655421118,4.61,656.0,9,無淹水(SAR無資料),low
3149,花蓮縣新城鄉,大漢村,明潭街27號,121.6298,24.0271,七星潭社區活動中心,大漢村,27,"水災,土石流",李添富,8265717,是,否,是,True,POINT (314064.30253825954 2658167.7459540586),Safe,4.189363810000637,41.70000076293945,Low,2.5721439288880275,0.133539173536191,5.803333333333334,510.0,9,無淹水(SAR無資料),low
3150,花蓮縣新城鄉,北埔村,北埔路13號,121.6062,24.0275,基督教芥菜種會,北埔村,41,"水災,震災,土石流,海嘯",吳雅琴,03-8260653,是,否,是,True,POINT (311663.4190006372 2658201.5029177503),Safe,1.2928013904401296,21.26000022888184,Low,3.7702466828126058,0.1022679124194549,4.61,653.0,9,無淹水(SAR無資料),low
3166,花蓮縣新城鄉,北埔村,北埔路259號,121.6032,24.0341,北埔社區活動中心,北埔村,35,"水災,震災,土石流,海嘯",王秋香,8269669,是,否,是,True,POINT (311355.11374550214 2658931.152791504),Safe,1.3960482165677637,22.88999938964844,Low,4.09911146585372,0.1043779042821026,4.176666666666667,653.0,9,無淹水(SAR無資料),low
3173,花蓮縣新城鄉,大漢村,19鄰民有街101號,121.61,24.0368,大漢社區活動中心,大漢村,70,"水災,震災,土石流,海嘯",李添富,8265717,是,否,是,True,POINT (312045.5035412679 2659233.165491667),Safe,0.7335110436736043,20.239999771118164,Low,3.5317838025930657,0.1083046707824847,4.336666666666667,510.0,9,無淹水(SAR無資料),low
3175,花蓮縣新城鄉,大漢村,民有街2號,121.6119,24.038,復興南營區,新城村、順安村、康樂村、大漢村、北埔村,120,"水災,震災,土石流,海嘯",陳尚庭上尉,03-8269732,是,否,是,True,POINT (312238.1867924171 2659366.907240895),Safe,0.6216482592651551,20.239999771118164,Low,3.940339010615228,0.1101968620109669,4.336666666666667,510.0,9,無淹水(SAR無資料),low
3181,花蓮縣新城鄉,大漢村,光復路572號,121.6042,24.0399,新城鄉立圖書館,北埔村、大漢村,58,"水災,震災,土石流,海嘯",黃志明,03-8261790,是,否,是,True,POINT (311454.0730368818 2659573.949878842),Safe,1.029721836905882,22.959999084472656,Low,4.564235010480986,0.1068252068317565,4.65,510.0,9,無淹水(SAR無資料),low
3182,花蓮縣新城鄉,大漢村,大安街1號,121.6048,24.0405,新城鄉原住民文化館,北埔村、康樂村,90,"水災,震災,土石流,海嘯",陳薇,03-8267223,是,否,是,True,POINT (311514.8156836415 2659640.66331345),Safe,1.0306306035582316,22.549999237060547,Low,4.564235010480986,0.1068252068317565,5.943333333333333,510.0,9,無淹水(SAR無資料),low
3183,花蓮縣新城鄉,北埔村,樹林街57巷9號,121.597687,24.040698,樹林腳社區活動中心,北埔村,39,"水災,震災,土石流,海嘯",王秋香,8269669,是,否,是,True,POINT (310791.23435285996 2659659.4991839705),Safe,1.875787575311864,28.43000030517578,Low,4.564235010480986,0.1068252068317565,4.841666666666667,653.0,9,無淹水(SAR無資料),low
3205,花蓮縣新城鄉,康樂村,廣安1街112號,121.609904,24.053809,康樂社區活動中心,康樂村,30,"水災,震災,土石流,海嘯",賴明進,03-8260352,是,否,是,True,POINT (312027.56785870856 2661116.904230814),Low,0.93899164296081,21.13999938964844,Low,4.485687796386504,0.1121422337508842,5.691666666666666,540.0,9,無淹水(SAR無資料),low
3206,花蓮縣秀林鄉,佳民村,119號,121.5994,24.0539,佳民國小收容所,佳民村,60,"水災,震災,土石流,海嘯",總務主任黃寶賢,03-8264900,是,否,是,True,POINT (310959.2359456849 2661122.387338185),High,1.5635132966908538,35.77000045776367,Low,5.180923023964282,0.1094438478751639,5.333333333333333,192.0,9,無淹水(SAR無資料),low
3258,花蓮縣秀林鄉,景美村,加灣106號,121.6067,24.0825,景美活動中心,景美村,100,"水災,震災,土石流,海嘯",呂愛美,03-8267603,是,否,是,True,POINT (311687.9884578237 2664293.088344283),Medium,7.057113779920224,91.13999938964844,Low,8.082408865959993,0.1156645234038205,11.426666666666666,284.0,9,無淹水(SAR無資料),low
3312,花蓮縣新城鄉,順安村,順安52-2號,121.621,24.1057,北三棧社區活動中心,順安村,35,"水災,震災,土石流,海嘯",黃仲祥,8611280,是,否,是,True,POINT (313130.65089320065 2666868.9118628916),Low,1.571409703945176,16.5,Low,9.866972142098763,0.1174063127040854,13.606666666666667,235.0,9,無淹水(SAR無資料),low
3355,花蓮縣新城鄉,順安村,草林158號,121.6365,24.1172,順安農宅示範中心,順安村,23,"水災,土石流,海嘯",黃仲祥,8611280,是,否,是,True,POINT (314700.63829061313 2668149.638023506),Low,1.6014894655468572,21.82999992370605,Low,10.068140950060664,0.1239996495292868,13.735,235.0,9,無淹水(SAR無資料),low
3357,花蓮縣秀林鄉,秀林村,秀林路76號,121.6244,24.118,秀林國小收容所,秀林村,100,"水災,震災,土石流,海嘯",總務主任林正雄,03-8611393,是,否,是,True,POINT (313470.2378958271 2668232.710234023),High,5.848615139337993,89.97000122070312,Low,11.249818500131068,0.1138154208158825,13.728333333333332,280.0,9,無淹水(SAR無資料),low
3378,花蓮縣新城鄉,新城村,仁愛路2巷172號,121.6497,24.1257,禪光育幼院,新城村,105,"水災,震災,土石流,海嘯",許淑媛,03-8612555,是,否,是,True,POINT (316038.10228614765 2669097.1984990323),Safe,1.3023853960740062,21.670000076293945,Low,9.194469871898852,0.1550168763302262,12.74,366.0,9,無淹水(SAR無資料),low
3387,花蓮縣新城鄉,新城村,博愛路31號,121.6513,24.1266,天主教聲遠之家,新城村,53,"水災,震災,土石流,海嘯",黃佩瑩,03-8610075,是,否,是,True,POINT (316200.2742041601 2669197.63164174),Safe,1.5179238199498606,21.239999771118164,Low,9.194469871898852,0.1550168763302262,12.74,366.0,9,無淹水(SAR無資料),low
3392,花蓮縣新城鄉,新城村,博愛路66號,121.6502,24.1288,新城社區活動中心,新城村,23,"水災,震災,土石流,海嘯",胡國雄,8611519,是,否,是,True,POINT (316087.3330351135 2669440.7708342853),Safe,2.0438082053227005,24.43000030517578,Low,10.025178548915486,0.1459762334025991,12.74,366.0,9,無淹水(SAR無資料),low
3393,花蓮縣新城鄉,新城村,新興1街62號,121.6452,24.1301,興田社區活動中心,新城村,45,"水災,震災,土石流,海嘯",胡國雄,8611519,是,否,是,True,POINT (315578.4480176525 2669582.4019997),Safe,2.005588488893957,31.780000686645508,Low,11.130723737481382,0.1271542291706674,12.731666666666667,366.0,9,無淹水(SAR無資料),low
3437,花蓮縣秀林鄉,富世村,97號,121.6277,24.1473,富世活動中心,富世村,100,"水災,震災,土石流,海嘯",伊虹‧比岱,03-8611829,是,否,是,True,POINT (313791.1560260063 2671479.2861130643),High,12.066073611445525,172.72000122070312,Low,14.217702054770545,0.1075740921402008,13.541666666666666,311.0,9,無淹水(SAR無資料),low
3482,花蓮縣秀林鄉,崇德村,72號,121.6524,24.162,崇德國小收容所,崇德,100,"水災,震災,土石流,海嘯",陳月華,03-8621201,是,否,是,True,POINT (316293.82362619386 2673118.8447282296),High,6.684880375823193,97.33999633789062,Low,11.522670779840071,0.1244748443233154,13.82,224.0,9,無淹水(SAR無資料),low
3789,花蓮縣秀林鄉,和平村,三鄰108號,121.7483,24.3083,和平活動中心,和平村和仁,100,"水災,震災,土石流,海嘯",蔡金郎,03-8681113,是,否,是,True,POINT (325952.2048330734 2689371.3336635334),Safe,2.0803155596676577,32.20000076293945,Low,2.6599599710547315,0.1312095609068077,2.905,247.0,9,無淹水(SAR無資料),low
